RF_ID	RF_DESC
3195	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 708)"
3196	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 708)"
3197	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 708)"
3198	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 711)"
3199	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 715)"
3200	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 720)"
3201	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 724)"
3202	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 724)"
3203	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 724)"
3204	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 729)"
3205	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 731)"
3206	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 732)"
3207	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 737)"
3208	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 739)"
3209	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 765)"
3210	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 765)"
3211	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 765)"
3212	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 767)"
3213	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 767)"
3214	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 767)"
3215	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 767)"
3216	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 770)"
3217	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 772)"
3218	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 773)"
3219	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 774)"
3220	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 774)"
3221	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 774)"
3222	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 774)"
3223	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 777)"
3224	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 777)"
3225	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 777)"
3226	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 777)"
3227	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 778)"
3228	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 784)"
3229	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 784)"
3230	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 784)"
3231	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 784)"
3232	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 784)"
3233	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 784)"
3234	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 784)"
3235	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 784)"
3236	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 790)"
3237	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 791)"
3238	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 798)"
3239	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 799)"
3240	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 799)"
3241	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 801)"
3242	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 801)"
3243	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 801)"
3244	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 801)"
3245	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 802)"
3246	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 802)"
3247	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 14)"
3248	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 43)"
3249	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 63)"
3250	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 237)"
3251	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 249)"
3252	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 255)"
3253	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 261)"
3254	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 261)"
3255	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 261)"
3256	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 261)"
3257	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 261)"
3258	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 309)"
3259	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 312)"
3260	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 1062)"
3261	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 1062)"
3262	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 1064)"
3263	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 1069)"
3264	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 1070)"
3265	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 1070)"
3266	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 1070)"
3267	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 1070)"
3268	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 1070)"
3269	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Berm, (Event No. 1070)"
3270	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 16)"
3271	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 16)"
3272	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 16)"
3273	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 17)"
3274	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 34)"
3275	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 34)"
3276	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 34)"
3277	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 34)"
3278	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 68)"
3279	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 68)"
3280	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 69)"
3281	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 71)"
3282	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 707)"
3283	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1023)"
3284	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1031)"
3285	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1039)"
3286	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1039)"
3287	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1040)"
3288	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1062)"
3289	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1075)"
3290	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1078)"
3291	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1081)"
3292	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1082)"
3293	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1268)"
3294	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1268)"
3295	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1292)"
3296	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1307)"
3297	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1337)"
3298	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1396)"
3299	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1486)"
3300	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1510)"
3301	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 1990)"
3302	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 2120)"
3303	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 2120)"
3304	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 2737)"
3305	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 2755)"
3306	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 2755)"
3307	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 2755)"
3308	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 2821)"
3309	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 2821)"
3310	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 2821)"
3311	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 2821)"
3312	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 2826)"
3313	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 3085)"
3314	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 4295)"
3315	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 4295)"
3316	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 5789)"
3317	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 6697)"
3318	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7277)"
3319	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7299)"
3320	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7307)"
3321	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7313)"
3322	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7313)"
3323	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7342)"
3324	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7346)"
3325	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7364)"
3326	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7364)"
3327	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7434)"
3328	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7434)"
3329	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7443)"
3330	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7462)"
3331	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7480)"
3332	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7492)"
3333	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7507)"
3334	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7523)"
3335	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7555)"
3336	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7557)"
3337	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7557)"
3338	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7559)"
3339	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7560)"
3340	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7560)"
3341	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7560)"
3342	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7561)"
3343	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7561)"
3344	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7561)"
3345	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7564)"
3346	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7565)"
3347	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7566)"
3348	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7569)"
3349	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7569)"
3350	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7569)"
3351	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7569)"
3352	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7569)"
3353	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7578)"
3354	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7578)"
3355	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7662)"
3356	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7688)"
3357	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7710)"
3358	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7758)"
3359	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7760)"
3360	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7760)"
3361	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7760)"
3362	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Burial, (Event No. 7760)"
